adult,backdrop_path,genre_ids/0,genre_ids/1,genre_ids/2,genre_ids/3,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,genre_ids/4,genre_ids/5
false,https://image.tmdb.org/t/p/w300/m5HPKCi7GdhKmxPTcOQmcLfEmZ9.jpg,12,35,16,14,532067,ja,この素晴らしい世界に祝福を！紅伝説,"It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.  When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.  There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke.",155.471,https://image.tmdb.org/t/p/w300/j73LuQcA21KvkVFcroWWMN8tTJv.jpg,2019-08-30,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,false,8.5,199,,
false,https://image.tmdb.org/t/p/w300/1u6RzWdFo4COegWqd6TydL3v9NS.jpg,18,10749,878,12,401513,ru,Притяжение,"After an alien ship crash lands in a Russian city, many who see the inside and the occupants start to question their own existence while others demand the aliens leave Earth.",181.161,https://image.tmdb.org/t/p/w300/2lz2GVDsgMlGYSzPl8BeKqqU7MQ.jpg,2017-01-26,Attraction,false,6.4,473,,
false,https://image.tmdb.org/t/p/w300/afMyocyc9QHdksy5EAJW6Mm2rt4.jpg,16,14,,,50253,ja,聖闘士星矢 天界編 序奏 ~overture~,"After the bloody battle against Hades, the goddess Athena and her saints are still recovering when they find themselves face to face with their newest and most formidable foe: the dreadful moon goddess Artemis. Artemis replaces Athena as the earth guardian deity and takes over the Sanctuary, turning Athena's Saints into her servants.  Upon invading the Sanctuary, the Bronze Saints learn that Athena was banished by Artemis and decide to fight the moon goddess in order to rescue their true goddess and free the Earth from Artemis's ominous control.",167.295,https://image.tmdb.org/t/p/w300/yiCGFrbjG35dU8ToxOcNlcJdStO.jpg,2004-02-14,Saint Seiya Heaven Chapter: Overture,false,7.7,128,,
false,https://image.tmdb.org/t/p/w300/tDoOnGlfCDn6etsWMEzrg40lM4b.jpg,53,28,12,878,44833,en,Battleship,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him.",240.703,https://image.tmdb.org/t/p/w300/mXb3hot6ZW4hMfpZSK7UtD70WgM.jpg,2012-04-11,Battleship,false,5.7,3996,,
false,https://image.tmdb.org/t/p/w300/dIH6z2aEX5xjDNpgJazFnA7Vsob.jpg,10749,18,14,,470610,en,Endless,"When madly in love high school graduates Riley and Chris are separated by a tragic car accident, Riley blames herself for her boyfriend's death while Chris is stranded in limbo. Miraculously, the two find a way to connect. In a love story that transcends life and death, both Riley and Chris are forced to learn the hardest lesson of all: letting go.",145.406,https://image.tmdb.org/t/p/w300/1ZViaX2oRnI0uM3Gf87Z7eCZ3hE.jpg,2020-04-09,Endless,false,6.9,90,,
false,https://image.tmdb.org/t/p/w300/1Lhc32P0a62BgMFgd20wXR1osR3.jpg,16,12,35,10751,732670,en,The Lego Star Wars Holiday Special,"Rey leaves her friends to prepare for Life Day as she sets off on an adventure to gain a deeper knowledge of the Force. At a mysterious temple, she is hurled into a cross-timeline adventure. Will she make it back in time for Life Day?",158.845,https://image.tmdb.org/t/p/w300/zyzJSI7UZZzz5Toj10rYGF5689z.jpg,2020-11-17,The Lego Star Wars Holiday Special,false,7.4,78,878,
false,https://image.tmdb.org/t/p/w300/iiWUqHA6RyrYkzF3l5o2deumtOv.jpg,18,28,,,8456,en,Never Back Down,"Rebellious Jake Tyler is lured into an ultimate underground fight Scene at his new high school, after receiving threats to the safety of his friends and family Jake decides to seek the mentoring of a veteran fighter who trains him for one final no-holds-barred elimination fight with his nemesis and local martial arts champion Ryan McCarthy.",156.291,https://image.tmdb.org/t/p/w300/mYkTq569KOtjdq5zo9mrEY6ecip.jpg,2008-03-04,Never Back Down,false,6.7,1619,,
false,https://image.tmdb.org/t/p/w300/xJWPZIYOEFIjZpBL7SVBGnzRYXp.jpg,16,10751,12,35,330457,en,Frozen II,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",166.202,https://image.tmdb.org/t/p/w300/qXsndsv3WOoxszmdlvTWeY688eK.jpg,2019-11-20,Frozen II,false,7.3,6649,14,
false,https://image.tmdb.org/t/p/w300/l8ubUlfzlB5R2j9cJ3CN7tj0gmd.jpg,28,10749,16,,317442,ja,The Last: Naruto the Movie,"Two years after the events of the Fourth Great Ninja War, the moon that Hagoromo Otsutsuki created long ago to seal away the Gedo Statue begins to descend towards the world, threatening to become a meteor that would destroy everything on impact. Amidst this crisis, a direct descendant of Kaguya Otsutsuki named Toneri Otsutsuki attempts to kidnap Hinata Hyuga but ends up abducting her younger sister Hanabi. Naruto and his allies now mount a rescue mission before finding themselves embroiled in a final battle to decide the fate of everything.",170.262,https://image.tmdb.org/t/p/w300/bAQ8O5Uw6FedtlCbJTutenzPVKd.jpg,2014-12-06,The Last: Naruto the Movie,false,7.8,794,,
false,https://image.tmdb.org/t/p/w300/hbrXbVoE0NuA1ORoSGGYNASagrl.jpg,35,,,,740985,en,Borat Subsequent Moviefilm,"14 years after making a film about his journey across the USA, Borat risks life and limb when he returns to the United States with his young daughter, and reveals more about the culture, the COVID-19 pandemic, and the political elections.",164.789,https://image.tmdb.org/t/p/w300/kwh9dYvZLn7yJ9nfU5sPj2h9O7l.jpg,2020-10-23,Borat Subsequent Moviefilm,false,6.6,1103,,
false,https://image.tmdb.org/t/p/w300/zLTfRrrVXNW3OWUk6U1eFZhB18m.jpg,28,35,16,,347201,ja,BORUTO -NARUTO THE MOVIE-,"Boruto is the son of the 7th Hokage Naruto who completely rejects his father. Behind this, he has feelings of wanting to surpass Naruto, who is respected as a hero. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation written by Masashi Kishimoto rises!",157.975,https://image.tmdb.org/t/p/w300/1k6iwC4KaPvTBt1JuaqXy3noZRY.jpg,2015-08-07,Boruto: Naruto the Movie,false,7.8,652,,
false,https://image.tmdb.org/t/p/w300/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,12,878,28,,299534,en,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",161.121,https://image.tmdb.org/t/p/w300/or06FN3Dka5tukK1e9sl16pB3iy.jpg,2019-04-24,Avengers: Endgame,false,8.3,16026,,
false,https://image.tmdb.org/t/p/w300/5gTQmnGYKxDfmUWJ9GUWqrszRxN.jpg,16,10751,9648,35,721656,en,"Happy Halloween, Scooby-Doo!","Scooby-Doo and the gang team up with their pals, Bill Nye The Science Guy and Elvira Mistress of the Dark, to solve this mystery of gigantic proportions and save Crystal Cove!",154.981,https://image.tmdb.org/t/p/w300/5aL71e0XBgHZ6zdWcWeuEhwD2Gw.jpg,2020-10-06,"Happy Halloween, Scooby-Doo!",false,7.9,89,80,
false,https://image.tmdb.org/t/p/w300/uO6ZUez70Twan92pqoV60T9kiGH.jpg,99,,,,440249,en,After Porn Ends 2,"After Porn Ends 2 picks up where its predecessor left off and not only turns back the clock to meet the oldest living stars in adult film's history, but goes in depth with some of Its most current retirees and juxtaposes their experiences in a life after porn. Delving deeper into society's ongoing stigmas of race, misogyny, and the reality of decreasing opportunities for these former VHS box cover stars. For some, their careers in adult entertainment is accepted proudly and without regret. In fact, it seems to have proven to be the pathway to their current happiness and inner peace. For others, however, a career in porn has proven to be a conduit to certain despair as they struggle to find a way to bury their past and emerge with a new career or calling.",146.831,https://image.tmdb.org/t/p/w300/rfItXrtDGILwsCdmgVxX79phFuI.jpg,2017-03-28,After Porn Ends 2,false,5.2,132,,
false,https://image.tmdb.org/t/p/w300/hrMbAi9fPTmc6EtpyyAgDKznptu.jpg,10749,18,,,398818,en,Call Me by Your Name,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",143.351,https://image.tmdb.org/t/p/w300/tcNniniS4rfqrLH0oORikJfnIwY.jpg,2017-09-01,Call Me by Your Name,false,8.3,8343,,
false,https://image.tmdb.org/t/p/w300/poRKW1DNzNXfZQPPSGDVaRcwN7a.jpg,10770,16,10751,,359983,en,The Lion Guard: Return of the Roar,"Set in the African savannah, the film follows Kion as he assembles the members of the 'Lion Guard'. Throughout the film, the diverse team of young animals will learn how to utilize each of their unique abilities to solve problems and accomplish tasks to maintain balance within the Circle of Life, while also introducing viewers to the vast array of animals that populate the prodigious African landscape.",149.141,https://image.tmdb.org/t/p/w300/duqg6CiSik02nSXjiQHo8TcwY4b.jpg,2015-11-22,The Lion Guard: Return of the Roar,false,6.1,160,,
false,https://image.tmdb.org/t/p/w300/1BLx3PDYijbiSPbyozIZESel5Uu.jpg,53,18,,,480434,en,Dreamland,"Amid the dust storms and economic depression of Dust Bowl Era Oklahoma, Eugene Evans finds his family farm on the brink of foreclosure. Discovering fugitive bank robber Allison Wells hiding in his small town, he is torn between claiming the bounty on her head and his growing attraction to the seductive criminal.",156.68,https://image.tmdb.org/t/p/w300/v8ax79K6TZEnMqSS5ePrNCnrK8R.jpg,2020-11-13,Dreamland,false,7,27,,
false,https://image.tmdb.org/t/p/w300/pO1SnM5a1fEsYrFaVZW78Wb0zRJ.jpg,10751,16,12,35,677638,en,We Bare Bears: The Movie,"When Grizz, Panda, and Ice Bear's love of food trucks and viral videos get out of hand, the brothers are chased away from their home and embark on a trip to Canada, where they can live in peace.",153.704,https://image.tmdb.org/t/p/w300/kPzcvxBwt7kEISB9O4jJEuBn72t.jpg,2020-06-30,We Bare Bears: The Movie,false,7.8,575,10770,
false,https://image.tmdb.org/t/p/w300/7WKIOXJa2JjHygE8Yta3uaCv6GC.jpg,28,,,,697064,en,Beckman,"A contract killer, becomes the reverend of a LA church, until a cult leader and his minions kidnap his daughter. Blinded by vengeance, he cuts a bloody path across the city. The only thing that can stop him is his newfound faith.",152.058,https://image.tmdb.org/t/p/w300/z0r3YjyJSLqf6Hz0rbBAnEhNXQ7.jpg,2020-09-10,Beckman,false,6.1,28,,
false,https://image.tmdb.org/t/p/w300/obExOU9qDnMcxvWPumoD14oxup5.jpg,53,,,,509635,en,Alone,"A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.",140.103,https://image.tmdb.org/t/p/w300/n9OzZmPMnVrV0cMQ7amX0DtBkQH.jpg,2020-09-10,Alone,false,6.2,135,,
false,https://image.tmdb.org/t/p/w300/oSSEcPDfwgZSv2i01Oqxdb9t8fI.jpg,28,12,35,14,621870,en,Secret Society of Second Born Royals,"Sam is a teenage royal rebel, second in line to the throne of the kingdom of Illyria. Just as her disinterest in the royal way of life is at an all-time high, she discovers she has super-human abilities and is invited to join a secret society of similar extraordinary second-born royals charged with keeping the world safe.",143.257,https://image.tmdb.org/t/p/w300/xOmGTJtBgRVSAF4S5dZEUqHqyy5.jpg,2020-09-25,Secret Society of Second Born Royals,false,6.9,260,,
false,https://image.tmdb.org/t/p/w300/jLS805N4QmLVPurQwuaCFTNEZss.jpg,16,10751,12,14,436931,ja,劇場版 ポケットモンスター キミにきめた！,"This is the story of how Satoshi and Pikachu first met. At first, Pikachu was disobedient towards Satoshi, but Satoshi only wanted to be friends with Pikachu. On the day they set out from Masara Town, both of them saw a Ho-Oh flying and they made a vow to meet it.",129.177,https://image.tmdb.org/t/p/w300/cmpOaiRtjnhLNF2iPslMXCOcVJ.jpg,2017-07-15,Pokémon the Movie: I Choose You!,false,7.1,416,,
false,https://image.tmdb.org/t/p/w300/z8TvnEVRenMSTemxYZwLGqFofgF.jpg,14,28,12,,458576,en,Monster Hunter,"A portal transports Lt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.",139.114,https://image.tmdb.org/t/p/w300/zO9R7Z6DRDgRO9QVz4lAJg3L15o.jpg,2020-12-03,Monster Hunter,false,5.7,23,,
false,https://image.tmdb.org/t/p/w300/8moTOzunF7p40oR5XhlDvJckOSW.jpg,27,14,,,474350,en,It Chapter Two,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",146.556,https://image.tmdb.org/t/p/w300/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,2019-09-04,It Chapter Two,false,6.9,5472,,
false,https://image.tmdb.org/t/p/w300/5gllGAa3c9UqeRI8r6GXiQJIEtp.jpg,53,27,,,621151,en,Spell,"A father survives a plane crash in rural Appalachia, but becomes suspicious of the elderly couple who take him in to nurse him back to health with the ancient remedies.",139.571,https://image.tmdb.org/t/p/w300/4rjHhj1BAREc9zNFU8FheLJQdFf.jpg,2020-10-30,Spell,false,5.4,50,,
false,https://image.tmdb.org/t/p/w300/j9uiJPliO5q6xeBO1Buaeqs2qr0.jpg,878,18,27,,594718,ru,Sputnik,"At the height of the Cold War, a Soviet spacecraft crash lands after a mission gone awry, leaving the commander as its only survivor. After a renowned Russian psychologist is brought in to evaluate the commander’s mental state, it becomes clear that something dangerous may have come back to Earth with him…",145.532,https://image.tmdb.org/t/p/w300/eAUzmhP54bE1vPXaY7FbuZREJlR.jpg,2020-09-08,Sputnik,false,6.5,96,,
false,https://image.tmdb.org/t/p/w300/hziiv14OpD73u9gAak4XDDfBKa2.jpg,12,14,,,671,en,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",145.808,https://image.tmdb.org/t/p/w300/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,2001-11-16,Harry Potter and the Philosopher's Stone,false,7.9,19023,,
false,https://image.tmdb.org/t/p/w300/lkeBhXGJFRlhI7cBWn8LQQAdZqK.jpg,16,878,35,10402,594328,en,Phineas and Ferb The Movie: Candace Against the Universe,"Phineas and Ferb travel across the galaxy to rescue their older sister Candace, who has been abducted by aliens and taken to a utopia in a far-off planet, free of her pesky little brothers.",140.759,https://image.tmdb.org/t/p/w300/n6hptKS7Y0ZjkYwbqKOK3jz9XAC.jpg,2020-08-28,Phineas and Ferb The Movie: Candace Against the Universe,false,7.4,168,10751,12
false,https://image.tmdb.org/t/p/w300/wCkGiBE4swpWwJ0C8zJLr0WNH04.jpg,12,28,53,,52451,en,The Three Musketeers,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,206.053,https://image.tmdb.org/t/p/w300/w2LbQ8FvZiQpWvZyHljaOeiNknK.jpg,2011-08-31,The Three Musketeers,false,5.8,1963,,
false,https://image.tmdb.org/t/p/w300/cIGPPTfxKvoezGB4yxmIqa33ROn.jpg,10749,35,10770,,734280,en,Midnight at the Magnolia,Longtime friends and local radio hosts Maggie and Jack fake it as a couple for their families and listeners in hopes of getting their show syndicated.,129.358,https://image.tmdb.org/t/p/w300/137bMICR7Gs2lO63DLjbFQftefv.jpg,2020-11-05,Midnight at the Magnolia,false,6.3,86,,
false,https://image.tmdb.org/t/p/w300/sQENipE4TjyTnY8xBZvPKzi23jo.jpg,28,10752,,,627879,en,Rogue Warfare,"A group of military elite from the U.S., Russia, UK, China and France join forces to fight an elite underground terrorist network.",147.198,https://image.tmdb.org/t/p/w300/78hDh9EHDMbox4FlKlOrRfrmgpU.jpg,2019-10-04,Rogue Warfare,false,5.7,88,,
false,https://image.tmdb.org/t/p/w300/3mblEJRxmVT8mKiPyhF9kNHf6oC.jpg,18,,,,768566,es,El día que me perdí,"Xochil is a woman who must immerse in her past to find herself, opening the doors to a world that she thought was long forgotten.",112.132,https://image.tmdb.org/t/p/w300/moCnnkbzhMPp8YkxCakXDdi2Y5.jpg,2020-11-01,El día que me perdí,false,6,2,,
false,https://image.tmdb.org/t/p/w300/tGxKtDoIPqWM4XYjHutqH2hn5ca.jpg,18,10749,,,628333,en,Wild Mountain Thyme,"Headstrong farmer Rosemary Muldoon has her heart set on winning her neighbour Anthony Reilly's love. The problem is, Anthony seems to have inherited a family curse, and remains oblivious to his beautiful admirer. Stung by his father's plans to sell the family farm to his American nephew, Anthony is jolted into pursuing his dreams.",200.271,https://image.tmdb.org/t/p/w300/vMW81htT6Kki8x0G4UNb7l48iIr.jpg,2020-12-11,Wild Mountain Thyme,false,7.3,6,,
false,https://image.tmdb.org/t/p/w300/riy51I77gAw3KyPfceihkSHxaHY.jpg,878,12,,,517096,ru,Вратарь Галактики,"Cosmoball is a mesmerizing intergalactic game of future played between humans and aliens at the giant extraterrestrial ship hovering in the sky over Earth. A young man with enormous power of an unknown nature joins the team of hot-headed superheroes in exchange for a cure for his mother’s deadly illness. The Four from Earth will fight not only to defend the honor of their home planet in the spectacular game, but to face the unprecedented threat to the Galaxy and embrace their own destiny.",199.857,https://image.tmdb.org/t/p/w300/bSpmhdaslwYH2fn2mj7cRcrN5Vi.jpg,2020-08-27,Cosmoball,false,5.1,16,,
false,https://image.tmdb.org/t/p/w300/sizHX5VbwlBihaathTQHVGk1jdi.jpg,878,,,,514207,ru,Вторжение,"After the fall of the alien ship, it took three years. The catastrophe turned the girl's life from Chertanovo and forever changed our view of the universe. It seems that this was the biggest test for all of us. But mankind does not yet know that very soon he will have to experience a new meeting.",144.692,https://image.tmdb.org/t/p/w300/dqKqzcdhtJwOhjqe89RTURqILtl.jpg,2020-01-01,Invasion,false,6.9,452,,
false,https://image.tmdb.org/t/p/w300/cmZVWuXM1hpP2GKFABCUkoscKu4.jpg,16,10402,,,738215,en,Barbie: Princess Adventure,"With new friends in a new kingdom, Barbie learns what it means to be herself when she trades places with a royal lookalike in this musical adventure.",127.705,https://image.tmdb.org/t/p/w300/AwkmMTKJBAatbeAVhTwhcU3Pyp4.jpg,2020-09-01,Barbie: Princess Adventure,false,7.8,108,,
false,https://image.tmdb.org/t/p/w300/zqkmTXzjkAgXmEWLRsY4UpTWCeo.jpg,12,28,878,,11,en,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,147.33,https://image.tmdb.org/t/p/w300/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,1977-05-25,Star Wars,false,8.2,14750,,
false,https://image.tmdb.org/t/p/w300/h40cWbzOYZrpLhYnQeAJo4S4QMM.jpg,27,53,,,709642,en,Vampire Virus,"A young woman contracts a deadly virus after an unusual sexual encounter, and soon develops a taste for human blood.",124.255,https://image.tmdb.org/t/p/w300/xRyb5pjWdPSXvFpYUNibMPW91UE.jpg,2020-06-27,Vampire Virus,false,5.7,15,,
false,,18,14,10749,,553301,en,Your Name,J.J. Abrams and Paramount Pictures have announced they’ll be turning the critically acclaimed Japanese anime Your Name into a live-action film.,154.525,,,Your Name,false,0,0,,
false,https://image.tmdb.org/t/p/w300/88BrnbDOidx6Ulat8jxaNLbSxzW.jpg,16,12,10751,,313297,en,Kubo and the Two Strings,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",138.866,https://image.tmdb.org/t/p/w300/aZJ6KK1Wt7YB4dgZ0qlpaX3PwNV.jpg,2016-08-18,Kubo and the Two Strings,false,7.7,2631,,
false,https://image.tmdb.org/t/p/w300/xxA5AJBxgi1EPq9GO6cZtryAn1q.jpg,80,10749,18,28,597094,ja,初恋,A young boxer and a call girl get caught up in a drug-smuggling scheme over the course of one night in Tokyo.,192.448,https://image.tmdb.org/t/p/w300/9BacU3JOXFyHc5ZqrX7kM9UjpCw.jpg,2019-05-31,First Love,false,7,81,,
false,https://image.tmdb.org/t/p/w300/39kg1yGt9qxPwMuG1a5ysfe3gfG.jpg,12,14,,,12444,en,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",123.284,https://image.tmdb.org/t/p/w300/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,2010-10-17,Harry Potter and the Deathly Hallows: Part 1,false,7.8,13822,,
false,https://image.tmdb.org/t/p/w300/cgigaTI0slw8MRZZMODaDnmAsmL.jpg,28,12,16,878,65291,en,Green Lantern: Emerald Knights,"As the home planet of the Green Lantern Corps faces a battle with an ancient enemy, Hal Jordan prepares new recruit Arisia for the coming conflict by relating stories of the first Green Lantern and several of Hal's comrades.",135.788,https://image.tmdb.org/t/p/w300/jT9L05KLeQIhfbxqeViwbGLxT59.jpg,2011-04-09,Green Lantern: Emerald Knights,false,6.7,322,18,
false,https://image.tmdb.org/t/p/w300/rq9kv233eEKnYfe8r5fi8SP5T7e.jpg,18,53,,,671145,en,Before the Fire,"Deep in the throes of a global pandemic, up and coming TV star, Ava Boone, is forced to flee the mounting chaos in Los Angeles and return to her rural hometown.  But as she struggles to acclimate to a way of life she left behind long ago, her homecoming attracts a dangerous figure from her past – threatening both her and the family that serves as her only sanctuary.",138.029,https://image.tmdb.org/t/p/w300/bAwtbmCzhFwKf2wN6QQH301ylbO.jpg,2020-03-14,Before the Fire,false,6.5,24,,
false,https://image.tmdb.org/t/p/w300/nLwJViZMXRUU0UgfYZz30UBpB0s.jpg,16,12,14,,597398,en,Away,"After suffering a plane crash on a mysterious island, a young man embarks on an epic journey through forests, deserts and mountains trying to escape the shadow of a huge dark spirit.",121.418,https://image.tmdb.org/t/p/w300/c59eplVELdwrUfGBUAZVin3HfaL.jpg,2019-11-15,Away,false,6.2,21,,
